nome
AMD
Acer
ActiveCampaign
Addi
Adidas
Adobe
Adyen
Airtable
Alteryx
Amazon
Ame Digital
Amplitude
Anacapri
Appian
Apple
Arezzo
Asaas
Asana
Asics
Asus
Atlassian
Auth0
Autodesk
Avenue Securities
Avon
BTG Pactual
Badiu
Banco ABC Brasil
Banco BMG
Banco BRB
Banco Banese
Banco Banestes
Banco Banrisul
Banco Daycoval
Banco Digio
Banco Inter
Banco Modal
Banco Original
Banco Pan
Banco Pine
Banco Safra
Banco do Brasil
Beats by Dre
Binance
Bitso
BizCapital
Blu PJ
Bluehost
Bose
Bradesco
Braun
Brex
Bubble
C&A
C6 Bank
Caixa Econômica Federal
Calvin Klein
Canon
Canva
Casas Bahia
Celcoin
Centauro
Clara
Clear Corretora
ClickUp
Cloudflare
Coinbase
Colgate
Confluent
Converse
Cora
Corsair
Creditas
Crocs
CrowdStrike
Crypto.com
Dafiti
Datadog
Decathlon
Dell
Diesel
Divibank
Dock
Docker
DocuSign
Dolce Gusto
Drift
Dynatrace
Dyson
Ebanx
Elastic
Epson
Eudora
Figma
Fila
Firebase
Fitbank
Foxbit
Freshworks
Geru
Gillette
GitHub
GitLab
GoDaddy
GoPro
Google Cloud
Guide Investimentos
Gupy
H&M
HP
Hash
Hashdex
HashiCorp
Havaianas
Hering
Hope Lingerie
HostGator
Hotmart
Hub Pagamentos
HubSpot
HyperX
InVision
InfinitePay (CloudWalk)
Insider Store
Intel
Intercom
Ipanema
Itaú Unibanco
Iugu
JBL
Jeeves
John John
Jotform
Juno
Kanui
Kenoby
Klaviyo
Koin
L'Oréal
LG
Lacoste
Lenovo
Levi's
Linear
Linker
Linx
Locaweb (LWSA)
Loft
Loft Cred
LogRocket
Loggi
Logitech
Lojas Marisa
Looker
Loom
Lupo
Magazine Luiza
Magnetis
Mailchimp
Make (Integromat)
Melissa
Mendix
Mercado Bitcoin
Mercado Livre
Mercado Pago
Microsoft
Miro
Mixpanel
Mizuno
Mobly
Monday.com
MongoDB
Motorola
NG.CASH
Natura
Neon
Nespresso
Neteller
Netlify
Netshoes
New Balance
New Relic
Nike
Nikon
Nintendo
Nivea
Nomad
Notion
Nubank
Nvidia (Hardware)
O Boticário
Okta
Olympikus
Oracle
Ortobom
OutSystems
PagBank (PagSeguro)
PagerDuty
Palantir
PandaDoc
PayPal Brasil
Payoneer
Philips
PicPay
Pipefy
Pismo
PlayStation
PostHog
Provu
Puma
Qualtrics
"Quem Disse, Berenice?"
QuintoAndar
RD Station
RappiCard
Razer
RecargaPay
Reebok
Renner
Reserva
Retargetly
Retool
Revolut
Riachuelo
Rico Investimentos
Ripio
Robinhood
SAP
Salesforce
Samsung
Santander Brasil
Schutz
Segment
Sennheiser
Sentry
ServiceNow
Shein
Shopee
Shopify
Simplic
Skechers
Skrill
Slack
Snowflake
Sony
Splunk
Squarespace
Stake
Stark Bank
Stone
Stripe
SumUp
Supabase
Superdigital
SurveyMonkey
Swap
Tableau
Tok&Stok
Tommy Hilfiger
Ton (Stone)
Toro Investimentos
Totvs
Tramontina
Trello
Tricae
Twilio
Typeform
Ualá
Umbro
Under Armour
VTEX
Valisere
Vans
Vercel
Vindi
Vitreo
Vórtx
Warren
Webflow
Wellhub (Gympass)
Westwing
Will Bank
Wise
Wix
Workday
Worldpay
XP Investimentos
Xbox
Xiaomi
Z1 (Fintech Teen)
Zapier
Zara
Zattini
Zendesk
Zoom
ZoomInfo
Zoop
dLocal
n8n
Órama Investimentos
