nome
3m
A. O. Smith
AES Corporation
APA Corporation
AbbVie
Abbott Laboratories
Accenture
Adidas
Adobe Inc
Advanced Micro Devices
Aflac
Agilent Technologies
Air Products
Airbnb
Akamai Technologies
Albemarle Corporation
Alexandria Real Estate Equities
Align Technology
Allegion
Alliant Energy
Allstate
Alphabet Inc. (Class A)
Alphabet Inc. (Class C)
Altria
Amazon
Amcor
Ameren
American Electric Power
American Express
American International Group
American Tower
American Water Works
Ameriprise Financial
Ametek
Amgen
Amphenol
Analog Devices
Aon plc
Apollo Global Management
AppLovin
Apple Inc
Applied Materials
Aptiv
Arch Capital Group
Archer Daniels Midland
Ares Management
Arista Networks
Arthur J. Gallagher & Co
Asics
Assurant
At&t
AthenaHQ
Atmos Energy
AutoZone
Autodesk
Automatic Data Processing
AvalonBay Communities
Avery Dennison
Axon Enterprise
BNY Mellon
BTG Pactual
"BXP, Inc"
Baker Hughes
Ball Corporation
Banco Inter
Bank of America
Baxter International
Becton Dickinson
Berkshire Hathaway
Best Buy
Bio-Techne
Biogen
BlackRock
Blackstone Inc
"Block, Inc"
Boeing
Booking Holdings
Boston Scientific
Brandlight
Bristol Myers Squibb
Broadcom
Broadridge Financial Solutions
Brown & Brown
Brown–Forman
Builders FirstSource
Bunge Global
C.H. Robinson
C6 Bank
CBRE Group
CDW Corporation
CF Industries
CME Group
CMS Energy
CRH plc
CSX Corporation
CVS Health
Cadence Design Systems
Camden Property Trust
Campbell's Company (The)
Capital One
Cardinal Health
Carnival Corporation
Carrier Global
Carvana
Casey's
Caterpillar Inc
Cboe Global Markets
Cencora
Centene Corporation
CenterPoint Energy
Charles River Laboratories
Charles Schwab Corporation
Charter Communications
ChatGPT
Chevron Corporation
Chipotle Mexican Grill
Chubb Limited
Church & Dwight
Ciena
Cigna
Cincinnati Financial
Cintas
Cisco
Citigroup
Citizens Financial Group
Claude
Clorox
CoStar Group
Coca-Cola Company (The)
Cognizant
Coherent Corp
Coinbase
Colgate-Palmolive
Comcast
Comfort Systems USA
Conagra Brands
ConocoPhillips
Consolidated Edison
Constellation Brands
Constellation Energy
Cooper Companies (The)
Copart
Copilot
Corning Inc
Corpay
Corteva
Costco
CrowdStrike
Crown Castle
Cummins
D. R. Horton
DTE Energy
DaVita
Danaher Corporation
Darden Restaurants
Datadog
Deckers Brands
Deere & Company
Dell Technologies
Delta Air Lines
Devon Energy
Dexcom
Diamondback Energy
Digital Realty
Dollar General
Dollar Tree
Dominion Energy
Domino's
DoorDash
Dover Corporation
Dow Inc
DuPont
Duke Energy
EOG Resources
EQT Corporation
Eaton Corporation
EchoStar
Ecolab
Edison International
Edwards Lifesciences
Electronic Arts
Elevance Health
Emcor
Emerson Electric
Entergy
Equifax
Equinix
Equity Residential
Erie Indemnity
Essex Property Trust
Estée Lauder Companies (The)
Everest Group
Evergy
Eversource Energy
Exelon
Expand Energy
Expedia Group
Expeditors International
Extra Space Storage
ExxonMobil
"F5, Inc"
FactSet
Fair Isaac
Fastenal
FedEx
FedEx Freight
Federal Realty Investment Trust
Fidelity National Information Services
Fifth Third Bancorp
First Answer
First Solar
FirstEnergy
Fiserv
Ford Motor Company
Fortinet
Fortive
Fox Corporation (Class A)
Fox Corporation (Class B)
Franklin Resources
Freeport-McMoRan
GE Aerospace
GE HealthCare
GE Vernova
Garmin
Gartner
Gemini
Gen Digital
Generac
General Dynamics
General Mills
General Motors
Genuine Parts Company
Gilead Sciences
Global Payments
Globe Life
GoDaddy
Goldman Sachs
HCA Healthcare
HP Inc
Halliburton
Hartford (The)
Hasbro
Healthpeak Properties
Henry Schein
Hershey Company (The)
Hewlett Packard Enterprise
Hilton Worldwide
Home Depot (The)
Honeywell
Hormel Foods
Host Hotels & Resorts
Howmet Aerospace
Hubbell Incorporated
Humana
Huntington Bancshares
Huntington Ingalls Industries
IBM
IDEX Corporation
Idexx Laboratories
Illinois Tool Works
Incyte
Ingersoll Rand
Insulet Corporation
Intel
Interactive Brokers
Intercontinental Exchange
International Flavors & Fragrances
International Paper
Intuit
Intuitive Surgical
Invesco
Invitation Homes
Iqvia
Iron Mountain
J.B. Hunt
J.M. Smucker Company (The)
JPMorgan Chase
Jabil
Jack Henry & Associates
Jacobs Solutions
Johnson & Johnson
Johnson Controls
KKR & Co
KLA Corporation
Kenvue
Keurig Dr Pepper
KeyCorp
Keysight Technologies
Kimberly-Clark
Kimco Realty
Kinder Morgan
Kraft Heinz
Kroger
L3Harris
Labcorp
Lam Research
Las Vegas Sands
Leidos
Lennar
Lennox International
Lilly (Eli)
Linde plc
Live Nation Entertainment
Lockheed Martin
Loews Corporation
Lowe's
Lululemon Athletica
Lumentum
LyondellBasell
M&T Bank
MGM Resorts
MSCI Inc
Marathon Petroleum
Marriott International
Marsh McLennan
Martin Marietta Materials
Masco
Mastercard
McCormick & Company
McDonald's
McKesson Corporation
Medtronic
Merck & Co
MetLife
Meta Platforms
Mettler Toledo
Microchip Technology
Micron Technology
Microsoft
Mid-America Apartment Communities
Mizuno
Moderna
Molson Coors Beverage Company
Mondelez International
Monolithic Power Systems
Monster Beverage
Moody's Corporation
Morgan Stanley
Mosaic Company (The)
Motorola Solutions
NRG Energy
"NVR, Inc"
NXP Semiconductors
"Nasdaq, Inc"
NetApp
Netflix
New Balance
Newmont
News Corp (Class A)
News Corp (Class B)
NextEra Energy
NiSource
Nike
"Nike, Inc"
Nordson Corporation
Norfolk Southern
Northern Trust
Northrop Grumman
Norwegian Cruise Line Holdings
Nubank
Nucor
Nvidia
ON Semiconductor
Occidental Petroleum
Old Dominion
Olympikus
Omnicom Group
Oneok
Oracle Corporation
Otis Worldwide
O’Reilly Automotive
PG&E Corporation
PNC Financial Services
PPG Industries
PPL Corporation
PTC Inc
Paccar
Packaging Corporation of America
Palantir Technologies
Palo Alto Networks
Paramount Skydance Corporation
Parker Hannifin
PayPal
Paychex
Peec AI
Pentair
PepsiCo
Perplexity
Pfizer
Philip Morris International
Phillips 66
Pinnacle West Capital
Pool Corporation
Principal Financial Group
Procter & Gamble
Profound
Progressive Corporation
Prologis
Prudential Financial
Public Service Enterprise Group
Public Storage
PulteGroup
Puma
Qnity Electronics
Qualcomm
Quanta Services
Quest Diagnostics
RTX Corporation
Ralph Lauren Corporation
Raymond James Financial
Realty Income
Regency Centers
Regeneron Pharmaceuticals
Regions Financial Corporation
Republic Services
ResMed
Revvity
Robinhood Markets
Rockwell Automation
"Rollins, Inc"
Roper Technologies
Ross Stores
Royal Caribbean Group
S&P Global
SBA Communications
Salesforce
Sandisk
Schlumberger
Seagate Technology
Sempra
ServiceNow
Sherwin-Williams
Simon Property Group
Skyworks Solutions
Smurfit Westrock
Snap-on
Solventum
Southern Company
Southwest Airlines
Stanley Black & Decker
Starbucks
State Street Corporation
Steel Dynamics
Steris
Stryker Corporation
Supermicro
Synchrony Financial
Synopsys
Sysco
T-Mobile US
T. Rowe Price
TE Connectivity
TJX Companies
TKO Group Holdings
Take-Two Interactive
"Tapestry, Inc"
Targa Resources
Target Corporation
Teledyne Technologies
Teradyne
"Tesla, Inc"
Texas Instruments
Texas Pacific Land Corporation
Textron
Thermo Fisher Scientific
Tractor Supply
Trade Desk (The)
Trane Technologies
TransDigm Group
Travelers Companies (The)
Trimble Inc
Truist Financial
Tyler Technologies
Tyson Foods
U.S. Bancorp
"UDR, Inc"
Uber
Ulta Beauty
Union Pacific Corporation
United Airlines Holdings
United Parcel Service
United Rentals
UnitedHealth Group
Universal Health Services
Valero Energy
Veeva Systems
Ventas
Veralto
Verisign
Verisk Analytics
Verizon
Vertex Pharmaceuticals
Vertiv
Viatris
Vici Properties
Visa Inc
Vistra Corp
Vulcan Materials Company
W. R. Berkley Corporation
W. W. Grainger
WEC Energy Group
Wabtec
Walmart
Walt Disney Company (The)
Warner Bros. Discovery
Waste Management
Waters Corporation
Wells Fargo
Welltower
West Pharmaceutical Services
Western Digital
Weyerhaeuser
Williams Companies
"Williams-Sonoma, Inc"
Willis Towers Watson
"Workday, Inc"
Wynn Resorts
Xcel Energy
Xylem Inc
Yum! Brands
Zebra Technologies
Zimmer Biomet
Zoetis
eBay Inc
